Time (Years),Probability
0.34427148194271484,0.13405362123435263
1.0328144458281445,0.11768834488432232
1.7213574097135742,0.10361547903441982
2.4099003735990037,0.06534687623213876
3.098443337484434,0.04176207285699051
3.786986301369863,0.023988580904812776
4.475529265255293,0.027729285130960984
5.164072229140722,0.022290431511215014
5.8526151930261525,0.02364748425312104
6.541158156911582,0.026535517355132633
7.229701120797012,0.03102474621661968
7.918244084682441,0.054013435262014145
8.60678704856787,0.0802355172297717
9.2953300124533,0.11678630785235898
9.98387297633873,0.12011960350237036
10.672415940224159,0.1401895321654394
11.36095890410959,0.12348049836182477
12.04950186799502,0.07053166428230066
12.73804483188045,0.047048234475999644
13.42658779576588,0.03313261873833055
14.115130759651308,0.023809620309263643
14.803673723536738,0.02531272390166403
