Time (Months),Probability
0.04201680672268908,0.4025387247846047
0.12605042016806722,0.35648141646279424
0.21008403361344538,0.33033487735118905
0.29411764705882354,0.31468837397215615
0.3781512605042017,0.30667104177005783
0.46218487394957986,0.29931204167227393
0.546218487394958,0.2911868960672858
0.6302521008403361,0.2867092984633572
0.7142857142857144,0.27527504660336977
0.7983193277310925,0.26936167830690566
0.8823529411764707,0.2596146679873084
0.9663865546218487,0.25466048419911225
1.050420168067227,0.2537196176830997
1.134453781512605,0.24915309773962024
1.2184873949579833,0.2474863382587498
1.3025210084033616,0.23844758560128224
1.3865546218487395,0.23069789653930775
1.4705882352941178,0.22754843059596594
1.554621848739496,0.22459653313508754
1.6386554621848741,0.220015100039017
1.7226890756302522,0.21744600377279863
1.8067226890756305,0.21321921411439007
1.8907563025210086,0.2097023145236923
1.9747899159663866,0.20408435384479937
2.0588235294117645,0.2008287713940717
2.1428571428571432,0.20051045447310875
2.226890756302521,0.19117608575455958
2.3109243697478994,0.18810578641348383
2.3949579831932777,0.1832881137278242
2.4789915966386555,0.17807700640544297
2.563025210084034,0.17322847204398317
2.647058823529412,0.16967042681475192
2.73109243697479,0.16376495618957068
2.8151260504201683,0.1599420945677154
2.8991596638655466,0.15617947988062308
2.9831932773109244,0.15116552453944274
3.0672268907563027,0.14698057911783657
3.151260504201681,0.14415462771260623
3.235294117647059,0.13988250120460025
3.3193277310924376,0.13707212640371544
3.4033613445378155,0.13286689389209877
3.4873949579831933,0.1285300959691939
3.571428571428572,0.12539280691724553
3.65546218487395,0.12027446361448214
3.7394957983193278,0.11537105724370056
3.8235294117647065,0.11150682577921853
3.9075630252100844,0.10869219500914018
3.991596638655462,0.10432639370706336
4.07563025210084,0.10116249205089162
4.159663865546219,0.09767663888792666
4.2436974789915975,0.093474168505241
4.327731092436975,0.08913282397674592
4.411764705882353,0.08566895382010008
4.495798319327731,0.0834861504976577
4.57983193277311,0.08045900248674469
4.663865546218488,0.07511541736280779
4.747899159663866,0.07132640668878248
4.831932773109244,0.07038967446842474
4.915966386554622,0.06648695379382812
5.0,0.0652068985862544
5.084033613445379,0.061163159838841526
5.168067226890757,0.05733390231295249
5.252100840336135,0.054222780485136464
5.336134453781513,0.05229685181244863
5.420168067226891,0.049406226933351935
5.504201680672269,0.04717933537735404
5.588235294117648,0.044436649764275755
5.6722689075630255,0.04097486934654551
5.756302521008404,0.038997100050353506
5.840336134453782,0.038065570832193765
5.92436974789916,0.035294394451438615
6.008403361344538,0.03262853925254406
6.0924369747899165,0.029909323676043296
6.176470588235294,0.02973940112692206
6.260504201680673,0.02556272080361532
6.344537815126051,0.02546210296921759
6.428571428571429,0.02327478887641286
6.512605042016807,0.0225894007276718
6.596638655462185,0.020923330310995185
6.680672268907564,0.019228608863398045
6.764705882352942,0.017822764049000364
6.84873949579832,0.016492683515778823
6.932773109243698,0.014281488350718246
7.0168067226890765,0.012114214894769949
7.100840336134454,0.011589382291463874
7.184873949579833,0.011409214153860451
7.268907563025211,0.010113323169867636
7.352941176470589,0.009436750879770594
7.436974789915967,0.008929486760322581
7.521008403361345,0.006312280374122723
7.605042016806723,0.006754855376748607
7.689075630252102,0.005236637017598463
7.77310924369748,0.004796827712289407
7.857142857142858,0.003712988874659642
7.9411764705882355,0.003520750023978036
8.025210084033613,0.003861711641497791
8.109243697478991,0.001779358970466321
8.19327731092437,0.0020685691896615457
8.277310924369749,0.0024708087892959716
8.361344537815127,0.001455371854820874
8.445378151260504,0.0010016032064129139
8.529411764705884,0.0006898797595190934
8.613445378151262,0.0006041416165665145
8.69747899159664,0.0008942885771543905
8.781512605042018,7.9492317969275e-05
8.865546218487395,0.0
8.949579831932773,0.0001192384769539193
9.033613445378151,0.00023847695390783353
9.11764705882353,0.0
9.201680672268909,0.0
9.285714285714286,0.0
9.369747899159664,0.0
9.453781512605042,0.0
9.537815126050422,0.0
9.6218487394958,0.0
9.705882352941178,0.0
9.789915966386555,0.0
9.873949579831933,0.0
9.957983193277311,0.0
