DefaultDate,TimeToDefault,NumberOfCredits
2020-12-31,1744.0,360106
2018-09-30,971.0,567388
2019-01-31,1071.0,535317
2019-01-31,1109.0,535317
2018-09-30,972.0,567388
2020-10-31,1726.0,381899
2020-02-29,1464.0,440431
2019-05-31,1197.0,505570
2021-01-31,1840.0,350101
2018-01-31,733.0,616862
2019-06-30,1255.0,501460
2018-02-28,749.0,613964
2020-01-31,1471.0,444155
2021-08-31,2049.0,264342
2018-04-30,829.0,601690
2019-01-31,1080.0,535317
2017-11-30,629.0,628356
2021-07-31,1993.0,275308
2017-07-31,560.0,641297
2019-11-30,1409.0,462444
2018-12-31,1075.0,541758
2017-07-31,546.0,641297
2018-12-31,1033.0,541758
2018-03-31,718.0,604827
2018-06-30,857.0,588671
2021-12-31,2170.0,213565
2019-04-30,1194.0,517101
2020-05-31,1563.0,419808
2019-03-31,1111.0,520726
2018-11-30,1047.0,552859
2018-07-31,883.0,579070
2018-01-31,737.0,616862
2019-05-31,1227.0,505570
2018-06-30,896.0,588671
2019-09-30,1344.0,477570
2019-05-31,1229.0,505570
2021-08-31,2052.0,264342
2017-08-31,588.0,638416
2018-06-30,885.0,588671
2020-08-31,1622.0,399719
2019-11-30,1411.0,462444
2020-05-31,1572.0,419808
2018-11-30,1026.0,552859
2017-09-30,624.0,636604
2019-06-30,1258.0,501460
2021-06-30,1993.0,292511
2019-03-31,1168.0,520726
2019-05-31,1232.0,505570
2017-08-31,593.0,638416
2018-01-31,747.0,616862
2018-06-30,897.0,588671
2020-08-31,1678.0,399719
2020-05-31,1598.0,419808
2017-11-30,680.0,628356
2019-11-30,1412.0,462444
2020-06-30,1628.0,416061
2019-10-31,1385.0,466739
2019-07-31,1296.0,490070
2019-11-30,1373.0,462444
2017-10-31,636.0,630495
2019-10-31,1351.0,466739
2018-12-31,1077.0,541758
2020-11-30,1777.0,376525
2019-09-30,1351.0,477570
2019-09-30,1347.0,477570
2019-05-31,1227.0,505570
2018-12-31,1039.0,541758
2019-11-30,1415.0,462444
2021-07-31,2017.0,275308
2019-12-31,1432.0,450632
2020-05-31,1595.0,419808
2019-10-31,1361.0,466739
2018-04-30,832.0,601690
2019-03-31,1152.0,520726
2019-05-31,1214.0,505570
2018-05-31,867.0,591959
2019-12-31,1443.0,450632
2020-04-30,1561.0,429156
2017-09-30,614.0,636604
2018-07-31,925.0,579070
2020-08-31,1673.0,399719
2021-01-31,1843.0,350101
2018-06-30,872.0,588671
2021-10-31,2112.0,239074
2020-06-30,1628.0,416061
2018-06-30,892.0,588671
2019-02-28,1137.0,531546
2017-10-31,655.0,630495
2018-12-31,1081.0,541758
2018-12-31,1075.0,541758
2018-11-30,1043.0,552859
2019-10-31,1382.0,466739
2020-12-31,1808.0,360106
2017-11-30,668.0,628356
2017-07-31,549.0,641297
2018-07-31,927.0,579070
2018-08-31,954.0,570895
2020-10-31,1746.0,381899
2017-08-31,589.0,638416
2018-05-31,867.0,591959
2018-11-30,1037.0,552859
2018-04-30,836.0,601690
2021-04-30,1929.0,318043
2018-02-28,775.0,613964
2019-09-30,1351.0,477570
2019-01-31,1112.0,535317
2018-05-31,864.0,591959
2020-09-30,1709.0,395352
2019-11-30,1412.0,462444
2019-04-30,1196.0,517101
2019-06-30,1256.0,501460
2018-01-31,747.0,616862
2021-11-30,2136.0,232476
2021-11-30,2145.0,232476
2018-02-28,761.0,613964
2018-10-31,1017.0,556485
2017-11-30,682.0,628356
2022-01-31,2198.0,204185
2018-11-30,1039.0,552859
2020-11-30,1770.0,376525
2021-03-31,1899.0,324095
2020-07-31,1656.0,406686
2018-09-30,984.0,567388
2019-01-31,1094.0,535317
2018-06-30,894.0,588671
2017-10-31,651.0,630495
2019-01-31,1109.0,535317
2018-10-31,988.0,556485
2019-09-30,1337.0,477570
2021-02-28,1833.0,343632
2018-01-31,741.0,616862
2018-02-28,770.0,613964
2020-02-29,1499.0,440431
2018-11-30,1046.0,552859
2018-01-31,743.0,616862
2019-01-31,1109.0,535317
2021-03-31,1897.0,324095
2019-01-31,1079.0,535317
2018-05-31,857.0,591959
2019-01-31,1095.0,535317
2018-01-31,744.0,616862
2017-07-31,560.0,641297
2020-04-30,1562.0,429156
2020-05-31,1595.0,419808
2017-08-31,589.0,638416
2019-05-31,1229.0,505570
2019-08-31,1316.0,481483
2020-03-31,1532.0,431899
2021-11-30,2141.0,232476
2020-08-31,1684.0,399719
2017-07-31,552.0,641297
2017-12-31,704.0,621952
2017-12-31,711.0,621952
2017-09-30,617.0,636604
2019-07-31,1288.0,490070
2018-02-28,754.0,613964
2021-02-28,1853.0,343632
2019-12-31,1440.0,450632
2019-11-30,1410.0,462444
2017-12-31,710.0,621952
2019-03-31,1166.0,520726
2019-07-31,1285.0,490070
2018-03-31,801.0,604827
2018-11-30,1045.0,552859
2017-07-31,556.0,641297
2020-05-31,1592.0,419808
2017-07-31,553.0,641297
2018-09-30,982.0,567388
2018-10-31,1010.0,556485
2018-09-30,979.0,567388
2017-10-31,645.0,630495
2020-05-31,1593.0,419808
2019-02-28,1129.0,531546
2017-11-30,671.0,628356
2018-02-28,751.0,613964
2018-06-30,872.0,588671
2018-03-31,799.0,604827
2021-01-31,1833.0,350101
2018-08-31,948.0,570895
2019-07-31,1287.0,490070
2018-04-30,831.0,601690
2018-09-30,978.0,567388
