Time (Months),Probability
0.04201680672268908,36.428637991700704
0.12605042016806722,36.4644290371208
0.21008403361344538,35.661588342856895
0.29411764705882354,35.68075685888144
0.3781512605042017,35.426213678648324
0.46218487394957986,35.63342899281443
0.546218487394958,35.03820470270184
0.6302521008403361,34.990048315115345
0.7142857142857144,34.95734215348186
0.7983193277310925,35.06875475763298
0.8823529411764707,34.589708553113795
0.9663865546218487,34.77213726693427
1.050420168067227,34.45877276580373
1.134453781512605,34.5977823390998
1.2184873949579833,34.559617205660444
1.3025210084033616,33.30367343209446
1.3865546218487395,34.14189766507445
1.4705882352941178,34.124964124543
1.554621848739496,33.86180074954133
1.6386554621848741,33.551205278638996
1.7226890756302522,33.74104287617197
1.8067226890756305,33.533694758749576
1.8907563025210086,33.66332058351635
1.9747899159663866,32.71437999861751
2.0588235294117645,33.59330819817989
2.1428571428571432,32.922397225399834
2.226890756302521,32.70474826018199
2.3109243697478994,33.19792738781837
2.3949579831932777,33.13914261390281
2.4789915966386555,32.93027318073798
2.563025210084034,32.30399930885553
2.647058823529412,31.954355631078208
2.73109243697479,32.65263560412004
2.8151260504201683,32.506604426922515
2.8991596638655466,32.659877467342966
2.9831932773109244,31.674510108034042
3.0672268907563027,32.6138305686023
3.151260504201681,31.321889302714283
3.235294117647059,31.815565797538245
3.3193277310924376,31.617177042442087
3.4033613445378155,31.204402784055443
3.4873949579831933,31.66744276923578
3.571428571428572,31.615614820368954
3.65546218487395,31.41170824490246
3.7394957983193278,31.687662109406233
3.8235294117647065,31.77273658665564
3.9075630252100844,31.732595915675684
3.991596638655462,30.718988003041492
4.07563025210084,31.254128114357805
4.159663865546219,31.18068314701821
4.2436974789915975,30.87662876051669
4.327731092436975,31.341195850696426
4.411764705882353,30.953914296056162
4.495798319327731,30.990628712293624
4.57983193277311,30.49863686520851
4.663865546218488,30.615003460831304
4.747899159663866,30.575235837626863
4.831932773109244,30.88930884570142
4.915966386554622,29.70177089634087
5.0,30.089733364362697
5.084033613445379,29.350642194632705
5.168067226890757,29.943853204774367
5.252100840336135,29.29090358966533
5.336134453781513,30.049736006707306
5.420168067226891,29.7549513013435
5.504201680672269,29.480278743321755
5.588235294117648,29.089646162899612
5.6722689075630255,29.363209334118157
5.756302521008404,29.66398908515198
5.840336134453782,28.653277964026966
5.92436974789916,29.493655705942736
6.008403361344538,29.2147324894633
6.0924369747899165,28.415115504390553
6.176470588235294,29.017413219854326
6.260504201680673,29.060300791301977
6.344537815126051,28.66762536639958
6.428571428571429,28.1490191208685
6.512605042016807,27.83283819757865
6.596638655462185,27.928051676702086
6.680672268907564,27.591681298625886
6.764705882352942,27.38070831553512
6.84873949579832,27.676666602724065
6.932773109243698,27.30879842359315
7.0168067226890765,27.126992836013823
7.100840336134454,27.441231601070417
7.184873949579833,27.762874868709396
7.268907563025211,27.030579826469783
7.352941176470589,26.63884173387607
7.436974789915967,27.09079973515147
7.521008403361345,26.201068718281117
7.605042016806723,26.591411270330443
7.689075630252102,27.29886812391414
7.77310924369748,26.163508183191475
7.857142857142858,26.50890620012511
7.9411764705882355,26.25374325017841
8.025210084033613,26.47632641079417
8.109243697478991,26.561677475185995
8.19327731092437,26.20535386226188
8.277310924369749,26.25380973862079
8.361344537815127,26.381619077530864
8.445378151260504,26.533391041989727
8.529411764705884,25.962061175344633
8.613445378151262,25.919318049667904
8.69747899159664,25.854724380846747
8.781512605042018,25.245138239379816
8.865546218487395,25.756694160846138
8.949579831932773,25.660333595418738
9.033613445378151,25.404629301374385
9.11764705882353,25.39019714973354
9.201680672268909,25.62037056990856
9.285714285714286,25.29942524623394
9.369747899159664,25.259434163970223
9.453781512605042,25.21344489858644
9.537815126050422,25.691148422486204
9.6218487394958,25.215239716282774
9.705882352941178,24.7320262639255
9.789915966386555,24.67414315324488
9.873949579831933,25.024256272129342
9.957983193277311,23.82965305056563
