Sec_Id,Pool_Cutoff_Date,LESL1,LESL6,LESL3,LESL2,LESL5,LESL4,LESL7,LESL8,LESL10,LESL11,LESL12,LESL14,LESL15,LESL13,LESL16,LESL17,LESL17_CURRENCY,LESL21,LESL25,LESL20,LESL19,LESL22,LESL23,LESL24,LESL28,LESL28_CURRENCY,LESL29,LESL27,LESL27_CURRENCY,LESL32,LESL33,LESL34,LESL31,LESL50,LESL50_CURRENCY,LESL36,LESL37,LESL38,LESL39,LESL40,LESL41,LESL42,LESL71,LESL65,LESL66,LESL67,LESL68,LESL69,LESL72,LESL72_CURRENCY,LESL70,LESL70_CURRENCY,LESL73,LESL74,LESL30,LESL30_CURRENCY,LESL78,LESL52,LESL52_CURRENCY,LESL75,LESL75_CURRENCY,LESL76,LESL77,LESL51,LESL51_CURRENCY,LESL64,LESL64_CURRENCY,LESL57,LESL9,LESL53,LESL43,LESL35,LESL35_CURRENCY,LESL54,LESL55,LESL55_CURRENCY,LESL56,LESL60,LESL58,LESL59,LESL59_CURRENCY,LESL63,LESL62,LESL62_CURRENCY,LESL61,LESL61_CURRENCY,LESL44,LESL46,LESL46_CURRENCY,LESL47,LESL48,LESL49,LESL49_CURRENCY,LESL45,LESL82,LESL83,LESL84,LESL79,LESL80,LESL81
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033139","ILSUK_22840033139","ILSUK_2280030198","ILSUK_2280030198","ND5","ND5","UKD12","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-02-21","2024-03-21","73.00","6745.2900","GBP","ND5","16400.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKD12","OTHER","JCB 8025 ZTS","2014","NEWX","16400.0000","GBP","0.0000","GBP","OTHR","2018-02-21","ND5","","1","0.0000","GBP","16400.0000","GBP","OTHR","2018-02-21","0.0000","GBP","0.0000","GBP","PERF","ND5","ND5","14","265.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033228","ILSUK_22840033228","ILSUK_2280030503","ILSUK_2280030503","ND5","ND5","UKD11","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-02-26","2022-03-23","49.00","2643.9900","GBP","ND5","48000.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","6.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKD11","OTHER","John Deere 6150R","2013","NEWX","48000.0000","GBP","0.0000","GBP","OTHR","2018-02-26","ND5","","1","0.0000","GBP","48000.0000","GBP","OTHR","2018-02-26","10000.0000","GBP","0.0000","GBP","PERF","ND5","ND5","14","890.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033244","ILSUK_22840033244","ILSUK_2280011746","ILSUK_2280011746","ND5","ND5","UKE22","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-02-23","2022-03-22","49.00","2956.1300","GBP","ND5","47750.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKE22","OTHER","DAF XF EURO 6 TRACTOR UNIT","2015","NEWX","47750.0000","GBP","0.0000","GBP","OTHR","2018-02-23","ND5","","1","0.0000","GBP","47750.0000","GBP","OTHR","2018-02-23","4775.0000","GBP","0.0000","GBP","PERF","ND5","ND5","14","994.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033287","ILSUK_22840033287","ILSUK_2280030376","ILSUK_2280030376","ND5","ND5","UKL24","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-02-23","2023-03-22","61.00","12872.2900","GBP","ND5","50000.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKL24","OTHER","JCB 526.56","2018","NEWX","50000.0000","GBP","0.0000","GBP","OTHR","2018-02-23","ND5","","1","0.0000","GBP","50000.0000","GBP","OTHR","2018-02-23","14000.0000","GBP","0.0000","GBP","PERF","ND5","ND5","14","350.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033325","ILSUK_22840033325","ILSUK_2280032417","ILSUK_2280032417","ND5","ND5","UKL21","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-03-28","2023-04-28","61.00","2605.8000","GBP","ND5","15650.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","4.50","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKL21","OTHER","Einbock 6M Pro Grass Harrow","2018","NEWX","15650.0000","GBP","0.0000","GBP","OTHR","2018-03-28","ND5","","1","0.0000","GBP","15650.0000","GBP","OTHR","2018-03-28","6650.0000","GBP","0.0000","GBP","PERF","ND5","ND5","12","168.2000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033333","ILSUK_22840033333","ILSUK_2280030961","ILSUK_2280030961","ND5","ND5","UKD44","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-03-08","2022-04-08","49.00","1114.0600","GBP","ND5","12000.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","6.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKD44","OTHER","Kubota KX91-3 3.2 ton digger","2007","NEWX","12000.0000","GBP","0.0000","GBP","OTHR","2018-03-08","ND5","","1","0.0000","GBP","12000.0000","GBP","OTHR","2018-03-08","0.0000","GBP","0.0000","GBP","PERF","ND5","ND5","13","282.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033376","ILSUK_22840033376","ILSUK_2280030899","ILSUK_2280030899","ND5","ND5","UKL24","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-03-07","2023-04-07","61.00","8209.2800","GBP","ND5","31000.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKL24","OTHER","Triolift SoloMix2-2000 ZK-T","2018","NEWX","31000.0000","GBP","0.0000","GBP","OTHR","2018-03-07","ND5","","1","0.0000","GBP","31000.0000","GBP","OTHR","2018-03-07","2000.0000","GBP","0.0000","GBP","PERF","ND5","ND5","13","530.5500","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033384","ILSUK_22840033384","ILSUK_2280033790","ILSUK_2280033790","ND5","2021-11-30","UKI71","2016","false","CNEO","ND5","RETL","MICE","ND5","","ND5","OTHR","false","FNLS","2018-04-26","2023-08-26","64.00","67286.2500","GBP","ND5","110522.7200","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.50","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKI71","OTHER","Baroness LM2700","2018","NEWX","110522.7200","GBP","0.0000","GBP","OTHR","2018-04-26","ND5","","12","0.0000","GBP","110522.7200","GBP","OTHR","2018-04-26","0.0000","GBP","0.0000","GBP","ARRE","ND5","ND5","ND1","3229.0000","GBP","ND5","20000.5400","GBP","426","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033422","ILSUK_22840033422","ILSUK_2280007188","ILSUK_2280007188","ND5","ND5","UKH37","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-04-17","2022-12-17","56.00","8586.6500","GBP","ND5","38500.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKH37","OTHER","Marshall Slurry Tanker","2018","NEWX","38500.0000","GBP","0.0000","GBP","OTHR","2018-04-17","ND5","","2","0.0000","GBP","38500.0000","GBP","OTHR","2018-04-17","7500.0000","GBP","0.0000","GBP","PERF","ND5","ND5","12","734.9900","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033430","ILSUK_22840033430","ILSUK_2280031380","ILSUK_2280031380","ND5","2021-11-30","UKN05","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-03-14","2023-04-20","61.00","4749.2100","GBP","ND5","18600.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKN05","OTHER","173kVA Standby Generator","2018","NEWX","18600.0000","GBP","0.0000","GBP","OTHR","2018-03-14","ND5","","1","0.0000","GBP","18600.0000","GBP","OTHR","2018-03-14","4000.0000","GBP","0.0000","GBP","ARRE","ND5","ND5","13","277.0000","GBP","ND5","950.5400","GBP","426","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033449","ILSUK_22840033449","ILSUK_2280031666","ILSUK_2280031666","ND5","ND5","UKH34","2016","false","CNEO","ND5","RETL","MICE","ND5","","ND5","OTHR","false","HIRP","2018-03-19","2025-04-19","85.00","18382.1200","GBP","ND5","33861.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.50","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKH34","OTHER","Richard Western Trailer SF18","2017","NEWX","33861.0000","GBP","0.0000","GBP","OTHR","2018-03-19","ND5","","2","0.0000","GBP","33861.0000","GBP","OTHR","2018-03-19","0.0000","GBP","0.0000","GBP","PERF","ND5","ND5","13","5050.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033457","ILSUK_22840033457","ILSUK_2280031801","ILSUK_2280031801","ND5","ND5","UKK12","2016","false","CNEO","ND5","RETL","MICE","ND5","","ND5","OTHR","false","HIRP","2018-03-21","2024-01-21","70.00","17314.1500","GBP","ND5","42000.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.50","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKK12","OTHER","Toro Mower GM4300D","2016","NEWX","42000.0000","GBP","0.0000","GBP","OTHR","2018-03-21","ND5","","1","0.0000","GBP","42000.0000","GBP","OTHR","2018-03-21","0.0000","GBP","0.0000","GBP","PERF","ND5","ND5","13","2040.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033481","ILSUK_22840033481","ILSUK_2280034185","ILSUK_2280034185","ND5","ND5","UKN03","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-05-02","2023-06-01","61.00","25396.8600","GBP","ND5","133000.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKN03","OTHER","Redrock 4000G  Tanker","2018","NEWX","133000.0000","GBP","0.0000","GBP","OTHR","2018-05-02","ND5","","4","0.0000","GBP","133000.0000","GBP","OTHR","2018-05-02","55000.0000","GBP","0.0000","GBP","PERF","ND5","ND5","11","1465.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033546","ILSUK_22840033546","ILSUK_2280031410","ILSUK_2280031410","ND5","ND5","UKF30","2016","false","CNEO","ND5","RETL","MICE","ND5","","ND5","OTHR","false","HIRP","2018-03-14","2022-04-27","49.00","9669.3500","GBP","ND5","141000.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKF30","OTHER","HOUSEHAM AIR RIDE 3500 13/24M","2018","NEWX","141000.0000","GBP","0.0000","GBP","OTHR","2018-03-14","ND5","","1","0.0000","GBP","141000.0000","GBP","OTHR","2018-03-14","35000.0000","GBP","0.0000","GBP","PERF","ND5","ND5","12","2442.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033554","ILSUK_22840033554","ILSUK_2280018325","ILSUK_2280018325","ND5","2021-11-30","UKJ28","2016","false","CNEO","ND5","RETL","MICE","ND5","","ND5","OTHR","false","HIRP","2018-03-08","2023-07-07","64.00","13053.5400","GBP","ND5","22138.4500","GBP","ND5","MNTH","MNTH","OTHR","ND5","","6.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKJ28","OTHER","Barreto Tracked Trencher","2018","NEWX","22138.4500","GBP","0.0000","GBP","OTHR","2018-03-08","ND5","","6","0.0000","GBP","22138.4500","GBP","OTHR","2018-03-08","0.0000","GBP","0.0000","GBP","ARRE","ND5","ND5","ND1","690.0000","GBP","ND5","3062.7800","GBP","426","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033589","ILSUK_22840033589","ILSUK_2280030538","ILSUK_2280030538","ND5","ND5","UKM50","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-02-27","2022-12-27","58.00","11576.2800","GBP","ND5","53000.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKM50","OTHER","Glenfarrow GF210 Biomass Boile","2017","NEWX","53000.0000","GBP","0.0000","GBP","OTHR","2018-02-27","ND5","","1","0.0000","GBP","53000.0000","GBP","OTHR","2018-02-27","0.0000","GBP","0.0000","GBP","PERF","ND5","ND5","13","2989.0200","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033597","ILSUK_22840033597","ILSUK_2280030589","ILSUK_2280030589","ND5","ND5","UKN05","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-02-28","2023-04-01","62.00","5430.6700","GBP","ND5","22500.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","7.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKN05","OTHER","John Deere 6950","2003","NEWX","22500.0000","GBP","0.0000","GBP","OTHR","2018-02-28","ND5","","1","0.0000","GBP","22500.0000","GBP","OTHR","2018-02-28","4500.0000","GBP","0.0000","GBP","PERF","ND5","ND5","13","356.4200","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033619","ILSUK_22840033619","ILSUK_2280030562","ILSUK_2280030562","ND5","ND5","UKL14","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-02-28","2023-03-28","61.00","16174.7200","GBP","ND5","64000.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKL14","OTHER","MF 7718 Tractor","2016","NEWX","64000.0000","GBP","0.0000","GBP","OTHR","2018-02-28","ND5","","1","0.0000","GBP","64000.0000","GBP","OTHR","2018-02-28","5000.0000","GBP","0.0000","GBP","PERF","ND5","ND5","13","1115.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033678","ILSUK_22840033678","ILSUK_2280025577","ILSUK_2280025577","ND5","ND5","UKG11","2016","false","CNEO","ND5","RETL","MICE","ND5","","ND5","OTHR","false","FNLS","2018-03-13","2022-07-13","52.00","4877.5400","GBP","ND5","39900.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.50","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKG11","OTHER","3 Row Bed Former","2018","NEWX","39900.0000","GBP","0.0000","GBP","OTHR","2018-03-13","ND5","","1","0.0000","GBP","39900.0000","GBP","OTHR","2018-03-13","0.0000","GBP","0.0000","GBP","PERF","ND5","ND5","ND1","ND5","","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033694","ILSUK_22840033694","ILSUK_2280001791","ILSUK_2280001791","ND5","ND5","UKF25","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-04-13","2022-07-09","51.00","15559.0800","GBP","ND5","142500.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","4.50","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKF25","OTHER","John Deere S690","2013","NEWX","142500.0000","GBP","0.0000","GBP","OTHR","2018-04-13","ND5","","1","0.0000","GBP","142500.0000","GBP","OTHR","2018-04-13","70000.0000","GBP","0.0000","GBP","PERF","ND5","ND5","12","15980.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033708","ILSUK_22840033708","ILSUK_2280005789","ILSUK_2280005789","ND5","ND5","UKH14","2016","false","CNEO","ND5","RETL","MICE","ND5","","ND5","OTHR","false","HIRP","2018-03-07","2025-04-05","85.00","77688.0400","GBP","ND5","208425.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKH14","OTHER","Sands 5500 Crop Sprayer","2018","NEWX","208425.0000","GBP","0.0000","GBP","OTHR","2018-03-07","ND5","","1","0.0000","GBP","208425.0000","GBP","OTHR","2018-03-07","58425.0000","GBP","0.0000","GBP","PERF","ND5","ND5","13","2104.5100","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033783","ILSUK_22840033783","ILSUK_2280030724","ILSUK_2280030724","ND5","2021-11-30","UKG11","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-03-05","2022-07-05","52.00","6361.7100","GBP","ND5","17846.5500","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.50","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKG11","OTHER","Volvo 6tonne Excavator","2017","NEWX","17846.5500","GBP","0.0000","GBP","OTHR","2018-03-05","ND5","","1","0.0000","GBP","17846.5500","GBP","OTHR","2018-03-05","0.0000","GBP","0.0000","GBP","ARRE","ND5","ND5","ND1","817.0000","GBP","ND5","3865.9900","GBP","426","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033791","ILSUK_22840033791","ILSUK_2280031054","ILSUK_2280031054","ND5","ND5","UKL16","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-03-09","2023-04-08","61.00","1618.4400","GBP","ND5","6200.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","4.50","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKL16","OTHER","Thwaites Dumper","2006","NEWX","6200.0000","GBP","0.0000","GBP","OTHR","2018-03-09","ND5","","1","0.0000","GBP","6200.0000","GBP","OTHR","2018-03-09","620.0000","GBP","0.0000","GBP","PERF","ND5","ND5","13","104.5400","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033805","ILSUK_22840033805","ILSUK_2280034088","ILSUK_2280034088","ND5","ND5","UKE22","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-05-01","2023-05-20","60.00","9692.8400","GBP","ND5","44000.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","6.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKE22","OTHER","JCB TM 320S","2013","NEWX","44000.0000","GBP","0.0000","GBP","OTHR","2018-05-01","ND5","","1","0.0000","GBP","44000.0000","GBP","OTHR","2018-05-01","13218.3600","GBP","0.0000","GBP","PERF","ND5","ND5","12","597.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
"213800MG6O4TPZOXMV36N201901","2021-11-30","213800MG6O4TPZOXMV36N201901","2021-11-30","ILSUK_22840033910","ILSUK_22840033910","ILSUK_2280031038","ILSUK_2280031038","ND5","ND5","UKN05","2016","false","CNEO","ND5","RETL","OTHR","ND5","","ND5","OTHR","false","HIRP","2018-03-08","2022-03-26","48.00","2731.5800","GBP","ND5","52500.0000","GBP","ND5","MNTH","MNTH","OTHR","ND5","","5.00","ND5","OTHR","ND5","ND5","ND5","ND5","ENEQ","UKN05","OTHER","New Holland T7.235","2015","NEWX","52500.0000","GBP","0.0000","GBP","OTHR","2018-03-08","ND5","","1","0.0000","GBP","52500.0000","GBP","OTHR","2018-03-08","12500.0000","GBP","0.0000","GBP","PERF","ND5","ND5","14","918.0000","GBP","ND5","0.0000","GBP","0","ND5","ND5","ND5","","ND5","ND5","","ND5","","ND5","ND5","","ND5","ND5","0.0000","GBP","ND5","LBL Data Services B.V.","724500S0P4LZ7F2D3V59","NL","ND5","ND5","ND5"
